tick,mother_id,mother_energy,winner_domain,chosen_child_id,chosen_r,chosen_distress,chosen_distance,candidate_child_ids,candidate_r,candidate_distress,candidate_distance
5,46,0.97332,care,9,0.0,0.274,6,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.3325;0.1490;0.2740;0.0865;0.2740;0.1490;0.2740;0.1490;0.1490;0.2115;0.2115,4;1;6;5;6;4;5;7;4;3;3
5,40,0.97332,care,41,0.5,0.274,4,7;21;35;41,0.0000;0.0000;0.0000;0.5000,0.3205;0.2115;0.1490;0.2740,3;5;8;4
5,8,0.97332,forage,,,,,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3325;0.1490;0.2740;0.0865;0.2740;0.1490;0.2740;0.1490;0.1490;0.2115;0.2115,6;2;4;3;4;2;3;5;2;2;5
5,6,0.9483199999999999,care,7,0.5,0.3205,5,7;21;35;41,0.5000;0.0000;0.0000;0.0000,0.3205;0.2115;0.1490;0.2740,5;5;8;2
5,48,0.97332,care,1,0.0,0.3325,4,1;3;9;15;23;27;33;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.3325;0.1490;0.2740;0.0865;0.2740;0.1490;0.2740;0.1490;0.2115;0.2115,4;3;8;5;8;6;5;4;5;3
5,42,0.97332,care,43,0.5,0.149,2,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.3325;0.1490;0.2740;0.0865;0.2740;0.1490;0.2740;0.1490;0.1490;0.2115;0.2115,3;4;7;1;7;5;2;8;2;4;7
6,48,0.96776,care,1,0.0,0.254,3,1;3;9;15;23;27;33;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.2540;0.1530;0.2780;0.0280;0.3405;0.0905;0.2780;0.0905;0.2155;0.2780,3;3;8;4;8;6;4;3;5;4
6,14,0.96776,care,43,0.0,0.0905,1,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2540;0.1530;0.2780;0.0280;0.3405;0.0905;0.2780;0.2155;0.0905;0.2155;0.2780,4;5;6;0;6;5;1;7;1;5;8
6,22,0.96776,care,1,0.0,0.254,5,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2540;0.1530;0.2780;0.0280;0.3405;0.0905;0.2780;0.2155;0.0905;0.2155;0.2780,5;1;5;4;5;3;4;6;3;2;4
6,38,0.9427599999999999,care,29,0.0,0.153,2,13;17;29;39,0.0000;0.0000;0.0000;0.5000,0.0745;0.3245;0.1530;0.2780,3;5;2;4
6,12,0.9177599999999999,care,29,0.0,0.153,5,13;17;29;39,0.5000;0.0000;0.0000;0.0000,0.0745;0.3245;0.1530;0.2780,1;2;5;4
6,16,0.9177599999999999,care,29,0.0,0.153,2,13;17;25;29;39,0.0000;0.5000;0.0000;0.0000;0.0000,0.0745;0.3245;0.1450;0.1530;0.2780,3;5;8;2;5
6,42,0.96776,care,43,0.5,0.0905,1,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.2540;0.1530;0.2780;0.0280;0.3405;0.0905;0.2780;0.2155;0.0905;0.2155;0.2780,4;4;6;1;6;4;1;7;1;4;7
6,2,0.96776,care,9,0.0,0.278,6,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2540;0.1530;0.2780;0.0280;0.3405;0.0905;0.2780;0.2155;0.0905;0.2155;0.2780,4;2;6;3;6;4;3;7;2;3;5
6,8,0.97276,forage,,,,,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2540;0.1530;0.2780;0.0280;0.3405;0.0905;0.2780;0.2155;0.0905;0.2155;0.2780,6;2;4;3;4;2;3;5;2;2;5
6,0,0.9427599999999999,care,1,0.5,0.254,4,1;3;9;15;23;27;33;35;43;47;49,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2540;0.1530;0.2780;0.0280;0.3405;0.0905;0.2780;0.2155;0.0905;0.2155;0.2780,4;3;6;2;6;4;2;7;1;3;6
6,46,0.96776,care,9,0.0,0.278,6,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.2540;0.1530;0.2780;0.0280;0.3405;0.0905;0.2780;0.2155;0.0905;0.2155;0.2780,4;1;6;4;6;4;4;7;3;3;4
6,26,0.96776,care,9,0.0,0.278,5,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2540;0.1530;0.2780;0.0280;0.3405;0.0905;0.2780;0.2155;0.0905;0.2155;0.2780,7;2;5;4;3;1;4;4;3;1;4
6,34,0.96776,forage,,,,,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.2540;0.1530;0.2780;0.0280;0.3405;0.0905;0.2780;0.2155;0.0905;0.2155;0.2780,8;3;5;4;2;1;4;3;3;1;4
6,28,0.96776,care,29,0.5,0.153,2,5;11;13;17;25;29;39,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.1995;0.0665;0.0745;0.3245;0.1450;0.1530;0.2780,6;7;5;6;5;2;8
7,42,0.93712,care,23,0.0,0.40700000000000003,6,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.1955;0.1570;0.2820;0.0320;0.4070;0.1570;0.2195;0.2195;0.0665;0.1570;0.3445,4;4;6;1;6;4;1;7;1;4;7
7,2,0.96212,care,9,0.0,0.28200000000000003,5,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1955;0.1570;0.2820;0.0320;0.4070;0.1570;0.2195;0.2195;0.0665;0.1570;0.3445,5;2;5;3;5;3;3;6;2;2;5
7,16,0.9121199999999999,care,17,0.5,0.391,6,5;13;17;25;29;39,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.2660;0.0785;0.3910;0.0865;0.0945;0.3445,8;4;6;7;1;6
7,18,0.9121199999999999,forage,,,,,19;31;37;39,0.5000;0.0000;0.0000;0.0000,0.1330;0.0665;0.2820;0.3445,2;3;5;8
7,24,0.93712,care,25,0.5,0.0865,1,5;11;17;25;29;45,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.2660;0.1330;0.3910;0.0865;0.0945;0.0665,1;6;8;1;7;5
7,32,0.93712,care,33,0.5,0.2195,3,1;3;9;15;23;27;33;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.1955;0.1570;0.2820;0.0320;0.4070;0.1570;0.2195;0.0665;0.1570;0.3445,2;4;8;2;8;6;3;3;5;7
7,28,0.96212,care,29,0.5,0.0945,1,5;11;13;17;25;29;39,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.2660;0.1330;0.0785;0.3910;0.0865;0.0945;0.3445,7;8;4;6;6;1;7
7,40,0.96212,care,23,0.0,0.40700000000000003,8,7;9;21;23;35;41,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.2035;0.2820;0.3445;0.4070;0.2195;0.1570,5;8;6;8;7;2
7,6,0.93712,care,7,0.5,0.20350000000000001,3,7;21;41,0.5000;0.0000;0.0000,0.2035;0.3445;0.1570,3;4;4
7,20,0.93712,care,41,0.0,0.157,4,7;21;35;41,0.0000;0.5000;0.0000;0.0000,0.2035;0.3445;0.2195;0.1570,3;5;8;4
7,12,0.9121199999999999,care,29,0.0,0.0945,4,13;17;29;39,0.5000;0.0000;0.0000;0.0000,0.0785;0.3910;0.0945;0.3445,1;3;4;4
7,46,0.96212,care,23,0.0,0.40700000000000003,5,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.1955;0.1570;0.2820;0.0320;0.4070;0.1570;0.2195;0.2195;0.0665;0.1570;0.3445,5;1;5;4;5;3;4;6;3;2;4
7,22,0.96212,care,1,0.0,0.1955,4,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1955;0.1570;0.2820;0.0320;0.4070;0.1570;0.2195;0.2195;0.0665;0.1570;0.3445,4;1;6;5;6;4;5;7;4;3;3
7,0,0.93712,care,1,0.5,0.1955,3,1;3;9;15;23;27;33;35;43;47;49,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1955;0.1570;0.2820;0.0320;0.4070;0.1570;0.2195;0.2195;0.0665;0.1570;0.3445,3;3;7;2;7;5;2;8;2;4;6
7,36,0.9121199999999999,care,39,0.0,0.34450000000000003,6,19;31;37;39,0.0000;0.0000;0.5000;0.0000,0.1330;0.0665;0.2820;0.3445,1;6;4;6
7,14,0.93712,care,23,0.0,0.40700000000000003,6,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1955;0.1570;0.2820;0.0320;0.4070;0.1570;0.2195;0.2195;0.0665;0.1570;0.3445,4;5;6;0;6;5;1;7;1;5;8
7,8,0.99936,care,23,0.0,0.40700000000000003,4,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1955;0.1570;0.2820;0.0320;0.4070;0.1570;0.2195;0.2195;0.0665;0.1570;0.3445,6;2;4;3;4;2;3;5;2;2;5
7,38,0.93712,care,29,0.0,0.0945,1,13;17;25;29;39,0.0000;0.0000;0.0000;0.0000;0.5000,0.0785;0.3910;0.0865;0.0945;0.3445,4;6;8;1;5
7,26,0.96212,care,9,0.0,0.28200000000000003,4,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1955;0.1570;0.2820;0.0320;0.4070;0.1570;0.2195;0.2195;0.0665;0.1570;0.3445,8;3;4;4;2;2;3;3;3;2;5
7,34,0.96712,forage,,,,,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.1955;0.1570;0.2820;0.0320;0.4070;0.1570;0.2195;0.2195;0.0665;0.1570;0.3445,8;3;5;4;2;1;4;3;3;1;4
7,48,0.96212,care,1,0.0,0.1955,2,1;3;15;27;33;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.1955;0.1570;0.0320;0.1570;0.2195;0.0665;0.1570;0.3445,2;4;3;7;4;4;6;5
8,6,0.9313999999999999,care,21,0.0,0.34850000000000003,4,7;21;41,0.5000;0.0000;0.0000,0.1450;0.3485;0.1610,2;4;5
8,18,0.9113999999999999,forage,,,,,19;31;37;39,0.5000;0.0000;0.0000;0.0000,0.1370;0.1330;0.3485;0.3485,2;3;5;8
8,34,0.99928,care,23,0.0,0.47350000000000003,2,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.1370;0.2235;0.2860;0.0985;0.4735;0.2235;0.1610;0.2235;0.0705;0.0985;0.4110,8;3;5;4;2;1;4;3;3;1;4
8,46,0.9563999999999999,care,23,0.0,0.47350000000000003,4,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.1370;0.2235;0.2860;0.0985;0.4735;0.2235;0.1610;0.2235;0.0705;0.0985;0.4110,6;1;6;5;4;2;5;5;4;1;3
8,28,0.9313999999999999,care,39,0.0,0.34850000000000003,7,5;11;13;17;25;29;39,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.2075;0.1995;0.1450;0.3325;0.0665;0.0665;0.3485,7;8;4;6;6;1;7
8,14,0.9313999999999999,care,23,0.0,0.47350000000000003,6,1;3;9;15;23;27;33;35;43;47,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1370;0.2235;0.2860;0.0985;0.4735;0.2235;0.1610;0.2235;0.0705;0.0985,5;6;5;1;6;6;1;7;2;6
8,30,0.9313999999999999,care,37,0.0,0.34850000000000003,6,19;31;37;39,0.0000;0.5000;0.0000;0.0000,0.1370;0.1330;0.3485;0.3485,3;2;6;8
8,38,0.9063999999999999,care,39,0.5,0.34850000000000003,5,13;17;25;29;39,0.0000;0.0000;0.0000;0.0000;0.5000,0.1450;0.3325;0.0665;0.0665;0.3485,4;6;8;1;5
8,8,0.99364,care,23,0.0,0.47350000000000003,3,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1370;0.2235;0.2860;0.0985;0.4735;0.2235;0.1610;0.2235;0.0705;0.0985;0.4110,7;2;4;3;3;2;3;4;2;2;5
8,2,0.9563999999999999,care,9,0.0,0.28600000000000003,4,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1370;0.2235;0.2860;0.0985;0.4735;0.2235;0.1610;0.2235;0.0705;0.0985;0.4110,6;3;4;2;4;3;2;5;1;3;6
8,0,0.9313999999999999,care,23,0.0,0.47350000000000003,8,1;3;9;15;23;27;33;43;47;49,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1370;0.2235;0.2860;0.0985;0.4735;0.2235;0.1610;0.0705;0.0985;0.4110,2;3;8;2;8;6;3;3;5;6
8,36,0.9063999999999999,care,39,0.0,0.34850000000000003,5,13;19;31;37;39,0.0000;0.0000;0.0000;0.5000;0.0000,0.1450;0.1370;0.1330;0.3485;0.3485,8;1;6;5;5
8,26,0.9563999999999999,care,23,0.0,0.47350000000000003,3,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1370;0.2235;0.2860;0.0985;0.4735;0.2235;0.1610;0.2235;0.0705;0.0985;0.4110,8;3;3;4;3;3;3;4;3;3;6
8,48,0.9563999999999999,care,1,0.0,0.137,1,1;3;15;27;33;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.1370;0.2235;0.0985;0.2235;0.1610;0.0705;0.0985;0.4110,1;4;3;7;4;4;6;6
8,32,0.9313999999999999,care,33,0.5,0.161,2,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.1370;0.2235;0.2860;0.0985;0.4735;0.2235;0.1610;0.2235;0.0705;0.0985;0.4110,3;4;7;1;7;5;2;8;2;4;7
8,22,0.9563999999999999,care,1,0.0,0.137,3,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1370;0.2235;0.2860;0.0985;0.4735;0.2235;0.1610;0.2235;0.0705;0.0985;0.4110,3;2;7;4;7;5;4;8;3;4;4
8,40,0.9563999999999999,care,23,0.0,0.47350000000000003,7,7;9;21;23;35;41,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.1450;0.2860;0.3485;0.4735;0.2235;0.1610,5;8;7;7;6;2
8,16,0.9063999999999999,care,17,0.5,0.3325,5,5;13;17;25;29;39,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.2075;0.1450;0.3325;0.0665;0.0665;0.3485,8;3;5;7;2;6
8,20,0.9313999999999999,care,41,0.0,0.161,3,7;21;35;41,0.0000;0.5000;0.0000;0.0000,0.1450;0.3485;0.2235;0.1610,4;5;8;3
8,24,0.9063999999999999,care,17,0.0,0.3325,8,5;11;17;25;29;45,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.2075;0.1995;0.3325;0.0665;0.0665;0.0705,1;6;8;1;7;5
8,12,0.9063999999999999,care,39,0.0,0.34850000000000003,4,13;17;29;39,0.5000;0.0000;0.0000;0.0000,0.1450;0.3325;0.0665;0.3485,2;4;3;4
8,42,0.9313999999999999,care,23,0.0,0.47350000000000003,5,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.1370;0.2235;0.2860;0.0985;0.4735;0.2235;0.1610;0.2235;0.0705;0.0985;0.4110,5;3;5;2;5;3;2;6;1;3;6
9,6,0.9255999999999999,care,21,0.0,0.41500000000000004,3,7;21;41,0.5000;0.0000;0.0000,0.1490;0.4150;0.1650,2;3;5
9,14,0.9255999999999999,care,23,0.0,0.54,5,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1915;0.2275;0.3525;0.1650;0.5400;0.1650;0.1025;0.1650;0.1370;0.1025;0.4150,6;5;4;2;5;5;1;6;1;5;8
9,8,0.9878399999999999,care,23,0.0,0.54,2,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1915;0.2275;0.3525;0.1650;0.5400;0.1650;0.1025;0.1650;0.1370;0.1025;0.4150,8;3;5;4;2;1;4;3;3;1;4
9,40,0.9505999999999999,care,23,0.0,0.54,6,7;9;21;23;27;35;41,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.1490;0.3525;0.4150;0.5400;0.1650;0.1650;0.1650,5;8;8;6;8;5;2
9,30,0.9255999999999999,care,37,0.0,0.41500000000000004,5,19;31;37,0.0000;0.5000;0.0000,0.1410;0.1995;0.4150,3;3;5
9,18,0.9992,care,37,0.0,0.41500000000000004,5,19;31;37;39,0.5000;0.0000;0.0000;0.0000,0.1410;0.1995;0.4150;0.2900,2;3;5;8
9,20,0.9255999999999999,care,23,0.0,0.54,8,7;9;21;23;35;41,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.1490;0.3525;0.4150;0.5400;0.1650;0.1650,5;8;6;8;7;2
9,42,0.9255999999999999,care,23,0.0,0.54,4,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.1915;0.2275;0.3525;0.1650;0.5400;0.1650;0.1025;0.1650;0.1370;0.1025;0.4150,6;2;4;3;4;2;3;5;2;2;5
9,48,0.9255999999999999,care,49,0.5,0.41500000000000004,6,1;3;15;27;33;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.1915;0.2275;0.1650;0.1650;0.1025;0.1370;0.1025;0.4150,1;4;3;7;4;4;6;6
9,22,0.9505999999999999,care,1,0.0,0.1915,2,1;3;9;15;23;27;33;43;47;49,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1915;0.2275;0.3525;0.1650;0.5400;0.1650;0.1025;0.1370;0.1025;0.4150,2;3;8;3;8;6;3;3;5;5
9,46,0.9505999999999999,care,23,0.0,0.54,3,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.1915;0.2275;0.3525;0.1650;0.5400;0.1650;0.1025;0.1650;0.1370;0.1025;0.4150,7;2;7;6;3;1;6;4;5;1;2
9,34,0.9934799999999999,care,23,0.0,0.54,1,3;9;15;23;27;33;35;41;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.2275;0.3525;0.1650;0.5400;0.1650;0.1025;0.1650;0.1650;0.1370;0.1025;0.4150,4;5;5;1;1;4;2;8;4;2;4
9,32,0.9255999999999999,care,23,0.0,0.54,6,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.1915;0.2275;0.3525;0.1650;0.5400;0.1650;0.1025;0.1650;0.1370;0.1025;0.4150,4;4;6;1;6;4;1;7;1;4;7
9,0,0.9255999999999999,care,23,0.0,0.54,7,1;3;9;15;23;27;33;35;43;47;49,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1915;0.2275;0.3525;0.1650;0.5400;0.1650;0.1025;0.1650;0.1370;0.1025;0.4150,3;3;7;2;7;5;2;8;2;4;6
9,26,0.9505999999999999,care,23,0.0,0.54,2,3;9;15;23;27;33;35;41;43;47;49,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2275;0.3525;0.1650;0.5400;0.1650;0.1025;0.1650;0.1650;0.1370;0.1025;0.4150,4;4;5;2;2;4;3;8;4;2;5
9,2,0.9505999999999999,care,23,0.0,0.54,3,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1915;0.2275;0.3525;0.1650;0.5400;0.1650;0.1025;0.1650;0.1370;0.1025;0.4150,7;3;3;3;3;3;2;4;2;3;6
9,36,0.9005999999999998,care,39,0.0,0.29000000000000004,4,13;19;31;37;39,0.0000;0.0000;0.0000;0.5000;0.0000,0.1490;0.1410;0.1995;0.4150;0.2900,7;2;6;6;4
10,32,0.9197199999999999,care,23,0.0,0.504,5,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.2580;0.2315;0.4190;0.2315;0.5040;0.1690;0.1690;0.1690;0.1410;0.1065;0.3565,5;3;5;2;5;3;2;6;1;3;6
10,4,0.8947199999999998,care,11,0.0,0.3325,5,5;11;25;29;45,0.5000;0.0000;0.0000;0.0000;0.0000,0.0905;0.3325;0.1370;0.0745;0.1410,1;5;2;8;4
10,40,0.9447199999999999,care,23,0.0,0.504,5,7;9;23;27;35;41;47,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.1530;0.4190;0.5040;0.1690;0.1690;0.1690;0.1065,6;8;5;7;4;2;8
10,2,0.9447199999999999,care,23,0.0,0.504,2,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2580;0.2315;0.4190;0.2315;0.5040;0.1690;0.1690;0.1690;0.1410;0.1065;0.3565,8;3;4;4;2;2;3;3;3;2;5
10,20,0.9197199999999999,care,23,0.0,0.504,7,7;9;21;23;35;41,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.1530;0.4190;0.4815;0.5040;0.1690;0.1690,5;8;7;7;6;2
10,26,0.9447199999999999,care,23,0.0,0.504,1,3;9;15;23;27;33;35;41;43;47;49,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2315;0.4190;0.2315;0.5040;0.1690;0.1690;0.1690;0.1690;0.1410;0.1065;0.3565,5;5;6;1;2;5;2;7;5;3;5
10,14,0.9197199999999999,care,23,0.0,0.504,4,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2580;0.2315;0.4190;0.2315;0.5040;0.1690;0.1690;0.1690;0.1410;0.1065;0.3565,7;4;3;3;4;4;2;5;2;4;7
10,44,0.9047199999999999,forage,,,,,5;11;25;45,0.0000;0.0000;0.0000;0.5000,0.0905;0.3325;0.1370;0.1410,4;2;5;2
